Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,Gender_Male
11,0.1977886977886978,0.1448087431693989,29.0,0.15437987857762359,2,4,0.1549636803874092,3,0.26674107142857145,1,False,21.0,1,1,8,195.26,1.0
9,0.156312625250501,0.1448087431693989,33.0,0.14205186020293123,3,3,0.10263929618768329,3,0.1153588195841717,7,False,13.0,0,7,7,152.37,1.0
8,0.156312625250501,0.1448087431693989,14.8,0.14205186020293123,2,1,0.27360308285163776,4,0.1153588195841717,1,False,13.0,1,1,3,124.25999999999999,1.0
2,0.156312625250501,0.1448087431693989,21.0,0.15437987857762359,2,4,0.10263929618768329,3,0.26674107142857145,1,True,12.0,1,1,8,141.93,0.0
4,0.156312625250501,0.1448087431693989,32.0,0.15437987857762359,2,3,0.27360308285163776,3,0.1153588195841717,2,False,17.0,3,4,3,129.11,1.0
7,0.156312625250501,0.1448087431693989,25.0,0.14205186020293123,3,3,0.27360308285163776,1,0.1153588195841717,1,False,11.0,0,1,2,126.61000000000001,1.0
6,0.156312625250501,0.1448087431693989,30.0,0.15437987857762359,2,4,0.27360308285163776,3,0.26674107142857145,6,True,14.0,0,1,3,120.28,1.0
2,0.156312625250501,0.1448087431693989,27.0,0.15437987857762359,2,1,0.1549636803874092,5,0.1153588195841717,2,False,11.0,6,8,8,199.8,0.0
5,0.156312625250501,0.1448087431693989,11.0,0.15437987857762359,3,1,0.27360308285163776,4,0.1153588195841717,1,True,12.0,1,1,5,132.98,1.0
0,0.1977886977886978,0.1448087431693989,22.0,0.14205186020293123,2,1,0.27360308285163776,1,0.1153588195841717,2,True,13.0,0,1,0,129.35,1.0
26,0.156312625250501,0.21420256111757857,8.0,0.15437987857762359,3,4,0.049019607843137254,1,0.1153588195841717,3,False,16.0,0,3,7,254.26999999999998,0.0
11,0.156312625250501,0.1448087431693989,8.0,0.15437987857762359,2,3,0.27360308285163776,1,0.26674107142857145,6,True,11.0,0,1,2,139.44,1.0
0,0.1977886977886978,0.1448087431693989,17.0,0.17391304347826086,3,1,0.10263929618768329,3,0.1153588195841717,1,False,18.0,0,1,3,140.11,0.0
0,0.156312625250501,0.21420256111757857,15.0,0.15437987857762359,2,4,0.27360308285163776,5,0.26674107142857145,8,False,23.0,0,1,3,134.07,1.0
7,0.156312625250501,0.1448087431693989,13.0,0.15437987857762359,2,3,0.1549636803874092,4,0.26674107142857145,1,False,11.0,0,2,9,219.94,0.0
0,0.156312625250501,0.1448087431693989,21.0,0.15437987857762359,3,3,0.27360308285163776,1,0.26674107142857145,2,False,14.0,1,1,0,112.32,1.0
0,0.156312625250501,0.1448087431693989,12.0,0.14205186020293123,2,3,0.27360308285163776,5,0.26674107142857145,3,False,11.0,0,1,3,129.6,1.0
26,0.156312625250501,0.1448087431693989,11.0,0.17391304347826086,2,3,0.07575757575991829,3,0.1153588195841717,5,False,11.0,2,4,8,290.94,0.0
0,0.1977886977886978,0.1448087431693989,22.0,0.15437987857762359,3,5,0.27360308285163776,5,0.26674107142857145,2,True,22.0,0,6,7,139.19,0.0
15,0.156312625250501,0.21420256111757857,14.0,0.2280130293159609,2,3,0.10263929618768329,4,0.1153588195841717,1,False,11.0,2,4,2,168.25,1.0
17,0.156312625250501,0.1448087431693989,13.0,0.14205186020293123,2,4,0.1549636803874092,1,0.1153588195841717,4,False,14.0,0,5,17,202.48,0.0
19,0.156312625250501,0.21420256111757857,8.0,0.2280130293159609,2,3,0.07575757575991829,5,0.26674107142857145,4,False,12.0,2,2,1,289.47,0.0
6,0.156312625250501,0.1448087431693989,13.4,0.14205186020293123,3,3,0.27360308285163776,1,0.26674107142857145,5,False,11.0,0,1,0,124.96000000000001,1.0
17,0.156312625250501,0.1448087431693989,16.0,0.17391304347826086,2,3,0.10263929618768329,1,0.1153588195841717,3,True,13.0,0,1,3,164.65,1.0
4,0.156312625250501,0.1448087431693989,15.0,0.14205186020293123,2,4,0.27360308285163776,3,0.26674107142857145,2,False,13.0,0,1,8,122.06,1.0
6,0.156312625250501,0.21420256111757857,11.0,0.24609375,2,3,0.10263929618768329,1,0.1153588195841717,4,False,14.0,0,1,0,120.86000000000001,1.0
7,0.156312625250501,0.1448087431693989,6.0,0.14205186020293123,3,3,0.27360308285163776,1,0.1153588195841717,3,True,16.0,0,2,0,122.93,1.0
16,0.156312625250501,0.1448087431693989,13.0,0.14205186020293123,3,1,0.27360308285163776,3,0.1153588195841717,2,False,12.0,1,1,4,126.44999999999999,0.0
13,0.156312625250501,0.21420256111757857,9.0,0.2280130293159609,3,4,0.27360308285163776,3,0.1153588195841717,2,True,14.0,1,1,2,126.83000000000001,1.0
8,0.156312625250501,0.21420256111757857,8.0,0.2280130293159609,3,3,0.27360308285163776,1,0.1153588195841717,2,False,13.0,2,2,2,120.13999999999999,0.0
9,0.156312625250501,0.1448087431693989,11.0,0.15437987857762359,2,4,0.27360308285163776,5,0.1153588195841717,10,True,14.0,1,1,0,134.19,0.0
6,0.1977886977886978,0.21420256111757857,6.0,0.15437987857762359,2,1,0.10263929618768329,5,0.1153588195841717,3,False,19.0,0,1,3,153.76,0.0
11,0.156312625250501,0.1448087431693989,10.0,0.17391304347826086,3,3,0.27360308285163776,1,0.1153588195841717,2,False,12.0,1,1,0,119.50999999999999,1.0
0,0.156312625250501,0.1448087431693989,23.4,0.15437987857762359,2,3,0.27360308285163776,5,0.1153588195841717,2,False,13.0,1,1,0,123.41,0.0
6,0.156312625250501,0.1448087431693989,31.0,0.15437987857762359,2,5,0.27360308285163776,3,0.26674107142857145,2,False,12.0,0,1,1,122.93,1.0
0,0.1977886977886978,0.21420256111757857,14.0,0.15437987857762359,2,3,0.1549636803874092,3,0.26674107142857145,2,False,15.0,1,1,7,187.26,1.0
3,0.1977886977886978,0.1448087431693989,6.0,0.14205186020293123,2,3,0.10263929618768329,1,0.26674107142857145,2,False,23.0,1,3,7,140.11,0.0
4,0.156312625250501,0.1448087431693989,18.0,0.24609375,2,3,0.07575757575991829,3,0.1153588195841717,2,False,16.0,1,15,8,295.45,0.0
7,0.1977886977886978,0.21420256111757857,29.0,0.2280130293159609,3,3,0.10263929618768329,3,0.26674107142857145,1,False,20.0,0,8,7,145.68,1.0
10,0.156312625250501,0.1448087431693989,25.0,0.15437987857762359,2,3,0.27360308285163776,4,0.1153588195841717,5,False,21.0,0,1,0,130.22,1.0
19,0.1977886977886978,0.21420256111757857,11.0,0.2280130293159609,3,3,0.10263929618768329,1,0.26674107142857145,5,True,21.0,1,1,8,157.72,1.0
1,0.156312625250501,0.1448087431693989,14.0,0.15437987857762359,2,1,0.27360308285163776,1,0.1153588195841717,2,False,19.0,1,1,1,122.69,1.0
11,0.156312625250501,0.1448087431693989,6.0,0.15437987857762359,3,4,0.1549636803874092,3,0.26674107142857145,10,True,13.0,0,1,0,153.81,1.0
0,0.156312625250501,0.1448087431693989,11.0,0.24609375,2,3,0.27360308285163776,3,0.26674107142857145,2,True,13.0,0,2,2,134.41,1.0
17,0.156312625250501,0.21420256111757857,6.0,0.2280130293159609,3,3,0.10263929618768329,5,0.1153588195841717,6,True,21.0,1,1,3,154.54,0.0
8,0.1977886977886978,0.1448087431693989,17.0,0.14205186020293123,3,4,0.1549636803874092,5,0.1153588195841717,3,True,13.0,1,2,3,198.84,1.0
0,0.156312625250501,0.21420256111757857,29.0,0.2280130293159609,2,4,0.10263929618768329,1,0.1153588195841717,8,True,19.0,0,1,0,141.57,0.0
6,0.1977886977886978,0.1448087431693989,29.0,0.15437987857762359,3,3,0.1549636803874092,1,0.26674107142857145,2,True,12.0,3,7,12,234.57999999999998,0.0
8,0.1977886977886978,0.21420256111757857,5.0,0.15437987857762359,3,3,0.1549636803874092,5,0.1153588195841717,2,False,22.0,0,1,8,190.69,1.0
8,0.156312625250501,0.1448087431693989,29.0,0.14205186020293123,1,3,0.27360308285163776,5,0.1153588195841717,4,True,15.0,0,2,2,140.14,0.0
4,0.156312625250501,0.1448087431693989,13.0,0.15437987857762359,2,3,0.10263929618768329,1,0.1153588195841717,4,False,22.0,0,1,7,159.15,1.0
10,0.156312625250501,0.1448087431693989,6.0,0.15437987857762359,2,4,0.10263929618768329,3,0.1153588195841717,2,False,18.0,0,1,7,159.93,1.0
5,0.156312625250501,0.1448087431693989,6.0,0.14205186020293123,2,3,0.10263929618768329,1,0.1153588195841717,2,True,22.0,5,7,8,161.62,1.0
11,0.1977886977886978,0.1448087431693989,9.2,0.15437987857762359,2,3,0.10263929618768329,1,0.26674107142857145,2,False,11.0,6,9,9,124.06,0.0
23,0.156312625250501,0.1448087431693989,13.0,0.14205186020293123,2,4,0.07575757575991829,3,0.1153588195841717,6,True,12.0,6,13,8,287.4,0.0
30,0.156312625250501,0.21420256111757857,31.0,0.15437987857762359,4,3,0.1549636803874092,5,0.26674107142857145,8,False,11.0,6,7,9,176.37,0.0
9,0.156312625250501,0.1448087431693989,14.0,0.24609375,2,3,0.1549636803874092,3,0.1153588195841717,2,False,13.0,7,12,8,200.96,0.0
28,0.156312625250501,0.1448087431693989,14.0,0.14205186020293123,2,3,0.049019607843137254,3,0.1153588195841717,3,True,14.0,1,8,2,247.56,0.0
9,0.1977886977886978,0.1448087431693989,17.0,0.15437987857762359,3,4,0.10263929618768329,4,0.26674107142857145,2,False,13.0,1,1,3,164.99,1.0
18,0.156312625250501,0.1448087431693989,13.0,0.15437987857762359,2,3,0.1549636803874092,5,0.1153588195841717,3,False,17.0,0,1,0,197.24,1.0
5,0.1977886977886978,0.1448087431693989,6.0,0.14205186020293123,3,3,0.27360308285163776,5,0.1153588195841717,5,False,13.0,0,1,2,121.94,1.0
0,0.156312625250501,0.1448087431693989,15.0,0.14205186020293123,3,4,0.27360308285163776,3,0.1153588195841717,1,True,17.0,1,1,0,133.88,1.0
30,0.1977886977886978,0.21420256111757857,6.0,0.15437987857762359,2,4,0.10263929618768329,3,0.26674107142857145,8,False,11.0,1,1,3,154.73,0.0
2,0.156312625250501,0.1448087431693989,8.0,0.15437987857762359,2,3,0.27360308285163776,4,0.1153588195841717,1,False,23.0,1,1,4,127.03,1.0
4,0.156312625250501,0.1448087431693989,22.6,0.14205186020293123,2,3,0.27360308285163776,4,0.26674107142857145,2,False,17.0,1,1,0,125.00999999999999,1.0
5,0.156312625250501,0.1448087431693989,6.0,0.15437987857762359,3,3,0.10263929618768329,4,0.1153588195841717,2,False,17.0,1,1,9,162.2,1.0
9,0.156312625250501,0.1448087431693989,12.0,0.15437987857762359,2,1,0.27360308285163776,1,0.1153588195841717,4,False,12.0,0,1,0,130.38,0.0
4,0.156312625250501,0.1448087431693989,14.0,0.15437987857762359,3,3,0.10263929618768329,1,0.26674107142857145,2,False,23.0,1,1,8,144.24,0.0
8,0.156312625250501,0.21420256111757857,6.0,0.2280130293159609,2,4,0.10263929618768329,5,0.26674107142857145,1,False,14.0,1,2,8,143.12,1.0
18,0.156312625250501,0.1448087431693989,12.0,0.17391304347826086,2,3,0.1549636803874092,5,0.1153588195841717,5,True,14.0,1,4,0,232.45,1.0
10,0.156312625250501,0.1448087431693989,13.0,0.14205186020293123,1,3,0.1549636803874092,3,0.26674107142857145,5,False,13.0,0,6,2,236.64,1.0
19,0.156312625250501,0.19834710743116057,11.0,0.14205186020293123,3,3,0.10263929618768329,4,0.1153588195841717,2,True,22.0,1,1,2,150.21,1.0
3,0.156312625250501,0.1448087431693989,6.0,0.15437987857762359,2,4,0.10263929618768329,1,0.1153588195841717,2,True,12.0,1,3,0,151.26,1.0
8,0.156312625250501,0.1448087431693989,6.0,0.14205186020293123,2,4,0.27360308285163776,3,0.26674107142857145,2,False,18.0,1,1,4,128.59,1.0
28,0.156312625250501,0.21420256111757857,6.0,0.15437987857762359,3,3,0.1549636803874092,1,0.1153588195841717,4,False,14.0,0,1,0,202.39,1.0
11,0.1977886977886978,0.1448087431693989,12.0,0.14205186020293123,3,5,0.10263929618768329,1,0.1153588195841717,8,True,12.0,0,1,9,153.29,0.0
7,0.156312625250501,0.1448087431693989,6.0,0.14205186020293123,3,3,0.10263929618768329,4,0.1153588195841717,2,False,15.0,1,1,3,143.25,1.0
29,0.156312625250501,0.1448087431693989,13.0,0.15437987857762359,2,5,0.1549636803874092,1,0.26674107142857145,5,False,11.0,0,1,2,172.6,1.0
0,0.156312625250501,0.21420256111757857,13.0,0.24609375,3,3,0.27360308285163776,5,0.1153588195841717,4,False,13.0,1,1,0,123.22,1.0
6,0.156312625250501,0.1448087431693989,15.0,0.15437987857762359,3,3,0.27360308285163776,1,0.1153588195841717,4,False,23.0,1,1,3,120.75,1.0
3,0.156312625250501,0.1448087431693989,8.0,0.15437987857762359,4,4,0.10263929618768329,1,0.1153588195841717,2,False,19.0,3,10,8,141.52,1.0
9,0.156312625250501,0.21420256111757857,15.0,0.14205186020293123,3,4,0.1549636803874092,1,0.26674107142857145,2,False,16.0,3,4,7,196.19,1.0
13,0.1977886977886978,0.1448087431693989,6.0,0.15437987857762359,3,4,0.049019607843137254,4,0.1153588195841717,2,False,22.0,5,7,11,235.02999999999997,1.0
24,0.156312625250501,0.21420256111757857,27.0,0.2280130293159609,3,3,0.10263929618768329,1,0.26674107142857145,1,True,22.0,0,1,0,154.41,1.0
3,0.156312625250501,0.21420256111757857,10.0,0.14205186020293123,3,4,0.10263929618768329,4,0.1153588195841717,2,True,12.0,2,2,7,152.09,0.0
19,0.1977886977886978,0.1448087431693989,6.0,0.14205186020293123,2,4,0.1549636803874092,5,0.1153588195841717,3,True,13.0,4,9,5,206.73000000000002,1.0
5,0.156312625250501,0.21420256111757857,12.0,0.14205186020293123,2,3,0.10263929618768329,3,0.26674107142857145,2,False,16.0,5,5,7,150.1,1.0
27,0.156312625250501,0.1448087431693989,8.0,0.24609375,2,3,0.1549636803874092,3,0.1153588195841717,10,False,12.0,0,2,3,235.49,0.0
0,0.156312625250501,0.21420256111757857,9.0,0.17391304347826086,2,3,0.10263929618768329,3,0.1153588195841717,1,False,21.0,0,1,2,149.99,0.0
1,0.1977886977886978,0.21420256111757857,10.0,0.14205186020293123,2,3,0.10263929618768329,3,0.1153588195841717,2,False,15.0,0,1,4,142.21,1.0
30,0.156312625250501,0.21420256111757857,16.0,0.14205186020293123,2,3,0.049019607843137254,3,0.26674107142857145,1,False,13.0,0,2,8,238.72000000000003,1.0
8,0.1977886977886978,0.1448087431693989,29.0,0.14205186020293123,3,3,0.10263929618768329,4,0.1153588195841717,5,False,12.0,0,1,2,120.41999999999999,1.0
7,0.156312625250501,0.19834710743116057,12.0,0.17391304347826086,3,3,0.27360308285163776,5,0.1153588195841717,5,True,22.0,0,1,2,120.72999999999999,1.0
5,0.156312625250501,0.1448087431693989,6.0,0.15437987857762359,2,3,0.27360308285163776,5,0.26674107142857145,2,False,13.0,0,1,0,129.56,1.0
0,0.1977886977886978,0.1448087431693989,12.0,0.15437987857762359,2,4,0.27360308285163776,1,0.26674107142857145,2,True,18.0,0,1,0,129.26,0.0
7,0.156312625250501,0.1448087431693989,12.0,0.17391304347826086,2,3,0.10263929618768329,3,0.26674107142857145,2,False,14.0,0,2,10,148.09,0.0
10,0.1977886977886978,0.1448087431693989,8.0,0.15437987857762359,3,4,0.10263929618768329,1,0.1153588195841717,6,False,14.0,1,1,0,151.63,1.0
30,0.1977886977886978,0.19834710743116057,8.0,0.17391304347826086,2,4,0.07575757575991829,1,0.1153588195841717,10,False,21.0,1,2,2,288.44,0.0
23,0.1977886977886978,0.1448087431693989,6.0,0.15437987857762359,3,3,0.07575757575991829,4,0.1153588195841717,4,True,19.0,3,1,7,281.72,0.0
0,0.156312625250501,0.21420256111757857,11.0,0.2280130293159609,2,4,0.10263929618768329,3,0.26674107142857145,2,True,11.0,0,1,3,157.44,1.0
0,0.156312625250501,0.1448087431693989,13.0,0.14205186020293123,2,4,0.27360308285163776,1,0.1153588195841717,2,False,11.0,0,2,1,128.89,1.0
0,0.156312625250501,0.1448087431693989,21.0,0.14205186020293123,2,3,0.27360308285163776,1,0.26674107142857145,2,False,15.0,1,1,0,128.71,0.0
24,0.1977886977886978,0.1448087431693989,6.0,0.14205186020293123,1,4,0.1549636803874092,5,0.26674107142857145,4,False,20.0,4,12,8,174.84,0.0
0,0.1977886977886978,0.1448087431693989,13.0,0.15437987857762359,3,5,0.10263929618768329,3,0.26674107142857145,2,True,24.0,1,1,6,160.74,1.0
27,0.1977886977886978,0.19834710743116057,32.0,0.17391304347826086,1,1,0.049019607843137254,1,0.26674107142857145,3,True,12.0,6,4,4,273.28,0.0
0,0.156312625250501,0.1448087431693989,24.0,0.15437987857762359,2,3,0.27360308285163776,3,0.1153588195841717,1,False,12.0,0,1,2,127.74000000000001,1.0
7,0.156312625250501,0.1448087431693989,12.0,0.15437987857762359,2,4,0.10263929618768329,4,0.1153588195841717,7,False,15.0,1,1,0,145.05,0.0
10,0.156312625250501,0.21420256111757857,9.0,0.15437987857762359,2,3,0.1549636803874092,1,0.26674107142857145,3,False,12.0,0,1,3,174.28,1.0
7,0.156312625250501,0.1448087431693989,11.0,0.14205186020293123,2,4,0.1549636803874092,5,0.26674107142857145,3,False,12.0,2,5,11,216.31,0.0
9,0.1977886977886978,0.21420256111757857,17.0,0.24609375,3,3,0.1549636803874092,1,0.1153588195841717,1,False,14.0,0,2,8,197.38,0.0
9,0.156312625250501,0.1448087431693989,9.0,0.15437987857762359,2,3,0.27360308285163776,1,0.1153588195841717,6,False,22.0,0,1,0,128.35,0.0
16,0.1977886977886978,0.21420256111757857,32.0,0.15437987857762359,3,3,0.049019607843137254,1,0.1153588195841717,2,True,12.0,3,4,12,269.59,1.0
3,0.1977886977886978,0.1448087431693989,18.4,0.15437987857762359,3,5,0.27360308285163776,3,0.1153588195841717,2,False,25.0,0,1,9,126.13,1.0
6,0.1977886977886978,0.21420256111757857,28.0,0.2280130293159609,3,3,0.10263929618768329,4,0.1153588195841717,1,False,13.0,0,1,7,161.46,1.0
19,0.156312625250501,0.1448087431693989,20.0,0.15437987857762359,3,3,0.27360308285163776,4,0.1153588195841717,10,True,18.0,3,4,3,149.63,0.0
24,0.156312625250501,0.1448087431693989,12.0,0.15437987857762359,2,3,0.07575757575991829,3,0.26674107142857145,8,False,15.6,8,15,15,295.37,1.0
0,0.156312625250501,0.21420256111757857,12.0,0.15437987857762359,3,5,0.10263929618768329,3,0.1153588195841717,5,True,18.0,0,7,7,161.72,1.0
0,0.156312625250501,0.1448087431693989,12.2,0.17391304347826086,2,4,0.27360308285163776,4,0.1153588195841717,2,False,19.0,2,4,3,123.68,0.0
20,0.156312625250501,0.1448087431693989,29.0,0.14205186020293123,3,3,0.1549636803874092,1,0.1153588195841717,2,False,12.0,7,15,6,203.12,0.0
0,0.156312625250501,0.21420256111757857,28.0,0.2280130293159609,2,3,0.27360308285163776,3,0.26674107142857145,2,True,19.0,1,1,0,116.75,1.0
0,0.156312625250501,0.1448087431693989,11.0,0.24609375,3,3,0.27360308285163776,1,0.1153588195841717,1,False,14.0,2,2,1,125.22999999999999,1.0
22,0.156312625250501,0.1448087431693989,26.0,0.14205186020293123,3,3,0.10263929618768329,5,0.1153588195841717,2,False,14.0,5,5,11,165.67,0.0
16,0.1977886977886978,0.1448087431693989,34.0,0.14205186020293123,3,1,0.27360308285163776,3,0.26674107142857145,5,False,12.0,0,1,2,147.39,0.0
23,0.1977886977886978,0.21420256111757857,18.0,0.2280130293159609,3,3,0.1549636803874092,1,0.26674107142857145,5,False,11.0,1,2,1,192.08,0.0
0,0.156312625250501,0.21420256111757857,26.0,0.15437987857762359,3,5,0.10263929618768329,3,0.1153588195841717,4,True,11.0,0,2,2,145.59,0.0
14,0.156312625250501,0.21420256111757857,15.0,0.15437987857762359,3,3,0.1549636803874092,3,0.1153588195841717,4,True,13.0,0,1,7,181.89,1.0
0,0.156312625250501,0.19834710743116057,31.0,0.15437987857762359,2,3,0.27360308285163776,3,0.1153588195841717,2,False,23.0,2,5,7,129.42,0.0
9,0.156312625250501,0.1448087431693989,12.0,0.14205186020293123,2,3,0.10263929618768329,4,0.1153588195841717,7,False,20.0,0,1,1,149.41,1.0
14,0.1977886977886978,0.1448087431693989,14.0,0.15437987857762359,2,5,0.1549636803874092,1,0.26674107142857145,3,False,15.0,1,1,3,206.5,1.0
12,0.156312625250501,0.21420256111757857,10.0,0.15437987857762359,2,4,0.10263929618768329,3,0.1153588195841717,5,False,14.0,5,5,9,159.02,0.0
0,0.156312625250501,0.21420256111757857,34.0,0.15437987857762359,2,4,0.10263929618768329,3,0.1153588195841717,3,False,18.0,1,2,2,186.39,1.0
3,0.156312625250501,0.19834710743116057,15.0,0.17391304347826086,2,3,0.10263929618768329,1,0.1153588195841717,1,True,19.0,4,4,7,163.47,1.0
0,0.156312625250501,0.1448087431693989,15.0,0.14205186020293123,2,3,0.27360308285163776,5,0.26674107142857145,8,False,22.0,1,1,4,142.0,0.0
18,0.156312625250501,0.1448087431693989,35.0,0.14205186020293123,2,3,0.27360308285163776,1,0.26674107142857145,6,False,13.0,1,1,3,134.52,1.0
11,0.156312625250501,0.1448087431693989,9.0,0.24609375,2,3,0.10263929618768329,3,0.26674107142857145,4,True,20.0,2,2,2,143.17,0.0
3,0.156312625250501,0.1448087431693989,15.4,0.15437987857762359,3,3,0.27360308285163776,3,0.26674107142857145,2,False,14.0,1,1,4,126.32,0.0
5,0.1977886977886978,0.21420256111757857,15.0,0.14205186020293123,2,5,0.10263929618768329,1,0.1153588195841717,1,False,17.0,0,1,7,146.68,1.0
3,0.156312625250501,0.1448087431693989,11.0,0.24609375,2,3,0.27360308285163776,5,0.1153588195841717,6,False,14.0,0,2,30,132.04,0.0
3,0.156312625250501,0.1448087431693989,8.0,0.14205186020293123,2,4,0.27360308285163776,1,0.26674107142857145,1,False,13.0,0,1,2,127.19999999999999,1.0
14,0.1977886977886978,0.1448087431693989,16.0,0.15437987857762359,3,4,0.049019607843137254,5,0.1153588195841717,5,False,13.0,4,7,7,271.81,1.0
10,0.156312625250501,0.1448087431693989,15.0,0.15437987857762359,3,3,0.27360308285163776,5,0.1153588195841717,3,False,21.0,0,1,4,122.38,1.0
1,0.156312625250501,0.1448087431693989,9.0,0.14205186020293123,3,3,0.27360308285163776,4,0.26674107142857145,2,False,14.0,1,1,0,114.83000000000001,0.0
13,0.1977886977886978,0.1448087431693989,32.0,0.14205186020293123,2,3,0.10263929618768329,4,0.1153588195841717,2,False,11.0,0,2,13,156.05,0.0
8,0.156312625250501,0.21420256111757857,6.0,0.2280130293159609,3,3,0.1549636803874092,4,0.1153588195841717,2,False,13.0,0,1,6,172.95,1.0
5,0.156312625250501,0.21420256111757857,12.0,0.2280130293159609,2,3,0.10263929618768329,3,0.1153588195841717,3,True,20.0,0,4,5,123.06,1.0
18,0.156312625250501,0.1448087431693989,14.4,0.15437987857762359,2,3,0.10263929618768329,4,0.1153588195841717,9,False,18.0,1,1,15,123.47999999999999,1.0
5,0.1977886977886978,0.21420256111757857,14.0,0.2280130293159609,2,3,0.1549636803874092,1,0.26674107142857145,2,False,14.0,2,3,7,189.98,0.0
2,0.1977886977886978,0.1448087431693989,6.0,0.24609375,2,3,0.10263929618768329,3,0.1153588195841717,2,False,13.0,0,1,9,143.19,1.0
24,0.156312625250501,0.1448087431693989,13.0,0.14205186020293123,2,4,0.10263929618768329,3,0.1153588195841717,3,False,17.0,1,1,0,161.32,1.0
30,0.156312625250501,0.1448087431693989,15.0,0.14205186020293123,3,4,0.27360308285163776,4,0.1153588195841717,5,True,20.0,1,1,0,133.46,0.0
13,0.156312625250501,0.21420256111757857,10.0,0.2280130293159609,3,4,0.1549636803874092,1,0.1153588195841717,8,False,11.0,1,2,11,208.55,1.0
2,0.1977886977886978,0.21420256111757857,8.0,0.2280130293159609,3,3,0.27360308285163776,3,0.1153588195841717,7,False,18.0,0,1,2,122.31,0.0
0,0.156312625250501,0.1448087431693989,14.2,0.14205186020293123,3,3,0.27360308285163776,1,0.1153588195841717,2,False,24.0,2,2,2,123.22999999999999,1.0
2,0.1977886977886978,0.1448087431693989,15.0,0.14205186020293123,2,3,0.27360308285163776,4,0.1153588195841717,7,False,18.0,2,2,2,120.24000000000001,1.0
1,0.156312625250501,0.1448087431693989,27.0,0.14205186020293123,2,3,0.27360308285163776,1,0.1153588195841717,2,False,11.0,0,1,2,127.13,1.0
30,0.156312625250501,0.1448087431693989,30.0,0.15437987857762359,2,1,0.1549636803874092,1,0.1153588195841717,4,True,16.0,1,1,4,194.39,1.0
0,0.1977886977886978,0.1448087431693989,19.2,0.14205186020293123,3,4,0.27360308285163776,3,0.1153588195841717,2,True,15.0,0,1,1,125.66,1.0
23,0.156312625250501,0.1448087431693989,17.0,0.15437987857762359,2,3,0.07575757575991829,4,0.26674107142857145,4,False,12.8,0,4,4,299.26,0.0
14,0.156312625250501,0.1448087431693989,11.8,0.15437987857762359,2,3,0.27360308285163776,3,0.1153588195841717,5,False,12.0,1,1,8,124.50999999999999,1.0
3,0.156312625250501,0.21420256111757857,11.0,0.15437987857762359,2,3,0.1549636803874092,1,0.1153588195841717,3,False,12.0,1,7,4,194.19,0.0
11,0.156312625250501,0.21420256111757857,6.0,0.15437987857762359,2,4,0.10263929618768329,1,0.26674107142857145,5,False,22.0,0,1,7,186.86,0.0
5,0.156312625250501,0.1448087431693989,12.0,0.15437987857762359,2,3,0.27360308285163776,3,0.26674107142857145,4,False,20.0,0,1,4,130.38,1.0
0,0.156312625250501,0.1448087431693989,23.0,0.24609375,2,3,0.27360308285163776,4,0.1153588195841717,1,True,16.0,0,1,1,130.58,1.0
0,0.1977886977886978,0.21420256111757857,26.4,0.24609375,3,5,0.27360308285163776,5,0.26674107142857145,1,False,21.0,1,1,0,123.25,0.0
7,0.1977886977886978,0.1448087431693989,9.0,0.14205186020293123,1,3,0.27360308285163776,4,0.26674107142857145,5,False,12.0,2,7,2,120.88,1.0
3,0.1977886977886978,0.1448087431693989,15.0,0.14205186020293123,2,3,0.10263929618768329,5,0.1153588195841717,2,False,11.0,5,6,10,130.72,1.0
18,0.156312625250501,0.21420256111757857,10.0,0.15437987857762359,1,3,0.10263929618768329,5,0.1153588195841717,5,True,11.0,0,1,3,150.06,0.0
29,0.156312625250501,0.1448087431693989,14.0,0.15437987857762359,3,3,0.27360308285163776,5,0.1153588195841717,5,True,18.0,2,2,2,142.57,0.0
6,0.156312625250501,0.1448087431693989,15.8,0.15437987857762359,2,3,0.27360308285163776,1,0.26674107142857145,1,False,14.0,1,1,2,125.0,1.0
0,0.156312625250501,0.1448087431693989,8.0,0.15437987857762359,2,4,0.27360308285163776,1,0.26674107142857145,2,False,22.0,1,1,0,111.02000000000001,1.0
19,0.156312625250501,0.21420256111757857,6.0,0.2280130293159609,3,3,0.1549636803874092,5,0.1153588195841717,2,False,25.0,8,15,7,204.53,0.0
12,0.156312625250501,0.1448087431693989,15.0,0.15437987857762359,3,3,0.27360308285163776,1,0.26674107142857145,2,False,12.0,1,2,1,122.88,0.0
4,0.156312625250501,0.1448087431693989,18.0,0.14205186020293123,3,3,0.27360308285163776,1,0.1153588195841717,9,True,23.0,1,1,2,139.29,0.0
7,0.156312625250501,0.1448087431693989,33.0,0.14205186020293123,3,3,0.27360308285163776,4,0.26674107142857145,3,False,15.0,0,1,2,123.11000000000001,0.0
4,0.156312625250501,0.21420256111757857,26.0,0.2280130293159609,2,3,0.27360308285163776,4,0.26674107142857145,2,True,22.0,0,1,2,131.4,0.0
23,0.156312625250501,0.1448087431693989,6.0,0.14205186020293123,2,4,0.27360308285163776,3,0.1153588195841717,3,False,15.0,1,1,2,136.9,1.0
