Tenure,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,PreferredLoginDevice_Computer,PreferredLoginDevice_Phone,CityTier_1,CityTier_2,CityTier_3,PreferredPaymentMode_CC,PreferredPaymentMode_COD,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,PreferredPaymentMode_UPI,Gender_Female,Gender_Male,PreferedOrderCat_Fashion,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Others,PreferedOrderCat_Phone,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Churn
22.0,31.0,2.0,3,5,2,False,14.0,0.0,1.0,4.0,132.11,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False
31.0,10.0,3.0,2,5,6,True,21.0,1.0,2.0,1.0,151.7,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False
13.0,8.0,2.6733316666721922,4,3,3,False,14.0,0.0,2.0,2.0,128.09,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
20.0,9.0,4.0,6,4,5,True,16.15423922369459,7.0,8.0,8.0,293.72,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,False
13.0,22.0,2.0,4,3,7,False,14.0,1.0,1.0,0.0,150.94,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,False
5.0,7.0,4.0,4,2,10,True,12.0,2.0,2.0,6.0,184.93,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,True
24.0,14.0,3.0,5,3,7,True,15.984374131953631,5.0,14.0,9.0,312.4,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,False
4.0,8.0,3.0,4,5,4,False,12.0,0.0,1.0,0.0,164.1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,False
1.0,9.0,3.0,5,5,9,False,12.0,2.0,2.0,1.0,150.61,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,True
11.0,26.0,3.0,4,4,3,True,14.0,1.0,2.0,10.0,201.42,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
11.0,7.0,2.0,3,1,8,False,15.0,1.0,2.0,9.0,147.35,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,False
4.0,7.0,3.0,6,3,5,False,22.0,2.0,2.0,3.0,163.33,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,False
4.0,10.0,3.0,4,2,6,False,16.0,1.0,2.0,5.0,145.97,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,False
1.0,12.0,3.0,4,3,8,False,15.418948568593501,1.0,2.0,1.0,308.03,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,False
5.903291733647759,15.0,2.0,4,3,2,False,13.0,0.0,1.0,8.0,122.06,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
13.0,8.0,3.0,3,4,6,False,12.0,1.0,1.0,0.0,143.27,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False
1.0,24.0,3.0,4,4,2,True,17.0,1.0,2.0,2.0,155.58,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False
23.0,9.0,4.0,5,4,4,False,15.0,2.0,2.0,9.0,178.9,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,False
25.0,34.0,2.0,1,3,3,True,11.0,0.0,1.7891983358413737,2.0,232.47000000000003,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,False
26.0,6.0,2.0,4,3,5,True,20.0,0.0,1.0,3.4537427758982258,229.64999999999998,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,False
2.0,8.0,2.0,3,1,2,False,19.0,0.0,1.0,3.0,188.53,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,False
12.0,12.0,2.0,4,5,5,False,15.0,1.0,1.0,7.0,199.91,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False
4.0,8.0,2.908020889298714,5,2,5,True,13.0,0.0,1.0,0.0,127.78,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,True
4.0,8.0,3.0,3,3,2,False,14.0,0.0,1.0,3.0,134.77,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False
5.0,11.0,2.6277676896355695,3,4,3,False,14.0,1.0,1.0,7.0,127.18,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
10.0,28.0,4.0,4,4,6,False,23.0,4.0,4.0,5.615321219582589,214.26,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,True
19.0,30.0,3.0,4,5,3,True,16.0,2.0,2.0,9.0,161.33,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False
7.0,8.0,2.0,3,5,1,True,12.0,1.0,1.0,2.0,145.38,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,False
14.0,9.0,3.0,4,4,9,False,13.0,1.0,2.0,4.0,182.15,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,False
12.0,14.0,3.0,3,5,3,True,25.0,1.0,8.0,8.0,181.05,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,False
26.0,19.0,2.0,2,5,2,False,11.0,1.0,1.0,3.0,144.5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,False
25.0,13.0,3.0,5,3,2,False,15.0,8.0,8.0,8.0,153.38,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
15.0,6.0,2.0,4,1,10,True,13.0,0.0,1.0,2.0,160.62,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,False
18.0,31.0,3.0,6,3,4,False,15.0,1.0,2.0,5.0,162.08,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
17.0,31.0,4.0,4,5,8,True,14.0,1.0,3.0,4.761974653766728,229.48,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True
3.0,22.0,3.0,4,1,3,False,20.0,2.0,2.0,6.0,148.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
1.0,16.0,3.0,5,5,9,False,24.0,1.0,2.0,4.0,159.07,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,True
1.0,23.0,3.0,4,4,11,False,15.0,3.0,3.0,3.0,153.11,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False
12.0,22.0,4.0,5,2,2,True,15.0,2.0,4.553303549981013,10.0,240.10000000000002,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False
0.0,15.144134362832633,3.0,3,1,2,False,20.0,5.0,5.0,7.0,125.69999999999999,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
1.0,10.0,3.0,4,3,2,False,22.0,1.0,2.0,3.0,174.99,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,False
19.0,20.0,3.0,2,3,8,True,18.0,2.149953050510007,4.0,9.0,261.95,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,True
14.0,7.0,3.0,4,3,5,True,15.0,2.0,2.0,1.0,172.28,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,True
1.0,7.0,3.0,5,1,8,False,23.0,3.0,3.0,3.0,172.75,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,False
11.0,14.817734654324036,3.0,3,4,6,False,13.0,2.0,3.0,8.0,125.91999999999999,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False
12.0,13.0,4.0,5,3,4,False,12.0,3.0,8.0,8.0,178.21,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,False
0.0,15.27498352023815,2.0,4,5,8,False,11.0,0.0,1.0,0.0,125.61000000000001,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,True
7.0,11.0,2.0,4,1,2,False,14.0,4.0,4.0,13.0,139.86,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,False
4.0,8.0,2.671241501732365,3,2,1,True,18.0,1.0,2.0,2.0,126.94999999999999,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False
28.0,12.0,3.0,4,5,6,False,15.868233147806334,2.0,2.0,3.0,319.06,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,False
28.0,7.0,3.0,4,2,8,False,15.995971624715569,6.0,13.0,8.0,298.28,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False
0.0,17.0,3.0,5,4,6,False,15.0,1.0,1.0,0.0,147.77,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,True
6.0,16.0,2.0,1,3,1,True,14.0,0.0,1.0,8.0,183.8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False
12.0,9.0,4.0,2,5,8,True,13.0,5.0,5.0,13.0,184.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,False
11.0,14.0,4.0,4,5,7,True,23.0,1.0,2.0,5.0,167.84,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,False
5.0,15.317263508731184,3.0,4,4,7,False,20.0,0.0,1.0,2.0,123.32,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False
7.0,7.0,4.0,5,5,5,True,12.0,1.0,2.0,3.0,152.99,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
8.0,6.0,3.0,3,4,2,False,13.0,0.0,1.0,6.0,172.95,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False
1.0,10.0,4.0,5,3,3,True,16.0,1.0,2.0,2.0,150.66,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False
5.0,15.193087828662541,3.0,3,4,2,False,13.0,0.0,1.0,7.0,123.69999999999999,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,False
6.207986782572834,13.0,2.0,4,4,2,False,12.0,0.0,1.0,1.0,121.41,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False
13.0,13.0,2.0,3,4,2,False,15.552248146674074,12.0,12.0,8.0,298.33,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,False
23.0,8.0,3.0,3,3,6,False,16.0,0.7187889108457732,1.0,3.0,276.39,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,False
14.0,22.0,4.0,5,3,3,False,14.0,2.0,15.0,13.553769002140408,229.35,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False
28.0,10.0,3.0,4,1,5,False,16.032482930399766,1.0,2.0,10.0,302.79,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,False
30.0,31.0,4.0,3,5,8,False,11.0,6.0,7.0,9.0,176.37,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
5.0,18.0,2.0,3,5,1,True,12.0,2.0,6.369631488673482,14.0,237.57999999999998,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,True
15.0,35.0,2.0,5,2,5,False,19.0,1.0,1.0,0.0,142.72,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,False
7.0,8.0,2.3111658407387936,1,1,1,True,14.0,0.0,1.0,2.0,129.32,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False
23.0,15.0,3.0,5,4,8,False,18.0,2.0,3.8801643051135226,4.0,256.2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,False
30.0,30.0,4.0,4,4,6,True,13.0,12.0,15.117842966998078,10.0,259.02,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,False
3.0,13.0,2.602224742922524,3,4,1,False,14.0,0.0,1.0,2.0,129.83,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
16.0,13.452728389887255,2.0,3,3,5,False,13.0,1.0,1.0,2.0,124.38,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
3.0,11.0,4.0,5,5,3,False,14.0,1.0,2.0,1.0,146.09,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False
17.0,6.0,2.0,3,1,5,True,11.0,1.0,1.0,2.0,157.43,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,False
1.0,7.0,4.0,4,5,3,False,12.0,1.0,2.0,8.0,199.12,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False
0.0,15.939690451122686,2.0,4,3,2,False,20.0,1.0,2.0,2.0,126.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,True
29.0,33.0,4.0,2,4,6,True,16.032726926676112,2.0,2.0,5.0,321.36,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,False
0.0,26.0,3.0,3,3,4,False,12.0,1.0,1.0,0.0,198.24,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True
11.0,8.0,3.0,5,1,3,True,20.0,0.0,1.0,3.0,154.05,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,False
2.0,29.0,3.0,3,5,1,False,13.0,0.0,1.0,3.0,139.04,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,True
12.0,17.0,4.0,4,3,2,False,18.0,1.0,2.0,3.0,151.84,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,False
27.0,7.0,3.0,5,3,6,True,21.0,1.0,2.9102577971661674,3.0,254.64999999999998,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,False
0.0,16.04381169693021,3.0,3,1,2,False,20.0,0.0,5.0,7.0,125.69999999999999,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
4.0,14.0,3.0,3,1,2,False,23.0,1.0,1.0,8.0,144.24,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,False
13.0,22.0,2.0,3,1,7,True,15.0,1.0,3.0,3.0,179.45,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
4.0,26.0,2.4822422246291005,1,1,1,False,12.0,2.0,2.0,2.0,127.91,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False
25.0,9.0,3.0,6,4,7,False,19.0,1.0,2.0,3.0,179.82,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,False
12.0,14.0,3.0,5,1,2,False,21.0,2.0,2.0,6.0,165.28,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,False
15.0,34.0,2.0,4,1,1,False,11.0,0.0,1.0,4.0,145.23,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,False
15.0,11.0,3.0,6,4,8,False,20.0,1.0,2.0,3.0,189.3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,False
7.0,16.0,3.0,4,1,2,False,14.0,1.0,5.0,11.0,152.81,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False
7.0,7.0,3.0,5,2,2,False,15.0,1.0,2.0,5.0,194.49,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,False
7.0,9.0,3.0,3,4,2,False,12.0,1.0,7.0,9.0,154.33,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,False
19.0,32.0,4.0,5,1,2,False,14.0,1.0,4.0,9.0,184.06,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,False
27.0,10.0,3.0,4,3,5,True,15.985420280846427,2.0,2.0,4.0,300.84,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,False
2.0,14.0,3.0,4,5,2,False,15.0,2.0,2.0,4.0,173.98,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,False
23.0,17.0,2.0,3,4,4,False,15.260394210868808,0.0,4.0,4.0,299.26,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,False
13.0,8.0,2.0,1,4,2,False,24.0,0.0,3.0,7.0,142.44,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,False
7.0,6.0,3.0,1,2,3,False,16.0,0.0,1.0,3.0,132.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
5.0,15.0,3.0,4,1,3,False,19.0,3.0,5.722017673525976,10.0,232.93,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False
1.0,14.0,3.0,4,3,3,True,17.0,1.0,2.0,3.0,153.86,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,True
11.0,17.0,3.0,2,1,3,True,26.0,3.6773978297930667,7.0,9.0,262.44,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False
6.0,17.0,3.0,4,2,3,False,13.0,1.0,2.0,9.0,178.96,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,False
0.0,6.0,2.711165292834801,4,4,2,False,13.0,1.0,1.0,0.0,128.36,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
0.0,16.372137622217764,3.0,3,1,2,True,11.0,1.0,1.0,0.0,125.15,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,True
6.0,15.657643630546598,2.0,4,3,10,True,16.0,1.0,1.0,0.0,124.37,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,True
7.0,17.0,3.0,5,1,5,False,15.0,2.0,2.0,2.0,171.82,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,False
13.0,20.0,2.0,4,3,2,False,15.705536528588802,3.0,4.0,9.0,296.26,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,False
