Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount
False,27,Phone,1,13.0,CC,Female,3,3,Laptop & Accessory,1,Married,5,False,15.0,1,1,7,168.54
False,4,Computer,3,13.0,E wallet,Female,3,3,Fashion,5,Married,3,False,14.0,2,2,2,196.37
False,1,Phone,1,6.0,CC,Female,3,3,Phone,5,Married,2,False,25.0,1,1,2,135.91
False,11,Phone,3,8.0,E wallet,Female,3,5,Laptop & Accessory,1,Married,3,True,20.0,0,1,3,154.05
False,0,Phone,3,16.0,CC,Male,2,3,Laptop & Accessory,1,Single,2,False,13.0,0,1,2,146.84
False,30,Computer,1,21.0,Debit Card,Male,2,3,Grocery,3,Married,3,True,14.0,1,7,2,257.87
False,0,Computer,1,20.0,CC,Female,2,3,Phone,3,Single,2,False,16.0,1,1,0,115.13999999999999
True,0,Phone,2,24.0,UPI,Male,2,1,Phone,5,Married,1,False,17.0,1,1,0,129.56
True,0,Phone,2,15.2,UPI,Male,2,4,Phone,5,Married,5,True,15.0,1,2,0,123.35
False,18,Computer,3,8.0,Debit Card,Female,3,3,Laptop & Accessory,3,Married,5,False,22.0,3,5,7,151.54
False,9,Phone,1,8.0,UPI,Female,3,3,Laptop & Accessory,4,Married,5,True,22.0,0,1,0,169.62
False,16,Computer,3,8.0,Debit Card,Male,3,3,Laptop & Accessory,1,Married,2,False,20.0,5,7,7,156.75
False,0,Computer,1,21.6,Debit Card,Female,2,3,Phone,1,Single,1,True,14.0,1,1,2,123.78999999999999
False,2,Computer,1,26.0,CC,Male,2,3,Phone,1,Married,2,False,13.0,1,3,10,138.12
False,5,Computer,3,16.0,E wallet,Male,3,3,Laptop & Accessory,1,Single,9,False,13.0,1,1,0,146.48
False,15,Computer,1,16.0,COD,Male,2,3,Phone,3,Married,4,False,22.0,1,3,3,129.36
False,9,Phone,1,15.0,Debit Card,Female,3,3,Phone,3,Single,5,False,12.0,1,2,0,121.05000000000001
False,19,Phone,1,8.0,Debit Card,Male,2,3,Fashion,1,Married,4,False,14.0,1,4,7,185.78
False,1,Computer,2,6.0,Debit Card,Male,2,3,Phone,1,Married,2,False,15.0,0,2,2,127.06
False,2,Phone,1,35.0,Debit Card,Male,3,5,Laptop & Accessory,3,Married,9,False,17.0,1,1,6,163.84
False,15,Phone,1,14.0,Debit Card,Male,2,3,Phone,3,Single,5,False,13.0,1,1,0,139.68
True,0,Phone,3,8.0,E wallet,Male,2,4,Laptop & Accessory,4,Single,8,True,12.0,2,2,2,199.07
False,19,Phone,3,9.0,COD,Female,2,1,Grocery,5,Married,3,False,12.0,1,4,8,232.25
False,0,Phone,3,29.0,CC,Female,2,4,Laptop & Accessory,3,Married,2,False,21.0,4,5,8,135.4
False,2,Phone,2,12.0,CC,Male,2,4,Phone,4,Married,2,False,11.0,1,1,0,128.04
False,16,Phone,1,12.0,CC,Female,2,4,Others,3,Married,8,False,14.0,3,6,14,293.92
False,21,Phone,1,16.0,Debit Card,Male,3,4,Others,4,Married,5,False,14.0,3,12,9,296.65
True,0,Computer,1,22.0,Debit Card,Male,3,4,Phone,1,Single,2,True,24.0,1,1,0,124.38999999999999
True,9,Phone,3,16.0,Debit Card,Female,3,3,Fashion,4,Married,6,False,21.0,0,1,7,173.14
False,0,Computer,1,21.0,Debit Card,Female,3,4,Phone,5,Married,1,False,19.0,7,7,3,147.74
False,12,Phone,1,25.0,UPI,Male,2,3,Laptop & Accessory,1,Married,9,False,14.0,1,2,2,139.02
False,28,Phone,1,8.0,COD,Male,2,4,Phone,1,Married,9,False,20.0,0,1,4,126.62
False,1,Phone,3,9.0,CC,Female,2,3,Phone,4,Married,2,False,19.0,1,1,0,128.56
True,0,Phone,3,15.0,CC,Male,2,3,Phone,1,Single,2,False,13.0,0,1,0,110.81
True,0,Phone,1,27.2,Debit Card,Male,3,3,Phone,4,Single,2,True,23.0,1,1,0,124.72
False,9,Phone,3,16.0,COD,Female,3,4,Laptop & Accessory,3,Married,2,True,13.0,1,1,7,156.73
False,4,Phone,1,26.0,Debit Card,Male,2,3,Laptop & Accessory,3,Married,2,False,11.0,0,1,2,141.97
False,7,Phone,3,10.0,Debit Card,Male,3,3,Fashion,1,Married,3,True,13.0,0,1,0,197.13
False,8,Phone,1,13.0,Debit Card,Male,2,3,Phone,5,Single,4,False,14.0,0,1,2,120.62
False,10,Phone,1,13.0,CC,Male,3,3,Laptop & Accessory,5,Married,6,True,22.0,0,1,4,142.84
False,8,Phone,1,22.0,UPI,Female,2,4,Laptop & Accessory,4,Married,1,True,11.0,1,1,2,147.88
False,18,Phone,1,31.0,Debit Card,Female,3,4,Laptop & Accessory,1,Married,1,False,13.0,0,3,8,159.06
False,9,Computer,2,8.0,UPI,Male,3,4,Laptop & Accessory,1,Single,2,False,21.0,1,1,8,138.86
False,13,Phone,1,6.0,Debit Card,Male,3,3,Grocery,5,Married,3,False,11.0,5,11,16,268.23
False,0,Phone,1,6.0,Debit Card,Female,2,4,Phone,3,Married,2,True,13.0,0,1,0,129.33
False,0,Phone,3,8.0,CC,Female,2,1,Laptop & Accessory,3,Single,1,False,14.0,0,1,7,165.0
False,21,Computer,1,28.0,CC,Female,2,3,Grocery,1,Married,4,False,11.0,2,4,7,271.74
False,17,Phone,1,6.0,Debit Card,Male,3,1,Laptop & Accessory,5,Married,3,False,15.0,2,2,2,150.33
True,0,Computer,1,22.0,COD,Male,2,5,Phone,5,Married,2,True,23.0,3,3,0,123.07
True,19,Phone,1,7.4,Debit Card,Male,3,3,Phone,1,Single,2,False,16.0,0,1,0,125.87
False,9,Phone,3,23.0,E wallet,Male,2,4,Laptop & Accessory,4,Married,3,False,16.0,1,1,3,155.07
False,14,Phone,3,14.0,E wallet,Female,2,3,Laptop & Accessory,4,Married,6,False,21.0,1,1,4,143.93
False,15,Phone,1,12.0,CC,Male,2,3,Fashion,5,Married,10,False,13.0,3,12,7,233.48000000000002
False,4,Phone,3,16.0,CC,Female,2,3,Laptop & Accessory,1,Married,3,True,11.0,0,1,4,165.83
False,7,Phone,3,9.0,CC,Female,3,4,Laptop & Accessory,1,Married,4,True,12.0,0,1,1,181.03
False,4,Phone,1,10.0,CC,Female,3,1,Phone,3,Married,9,False,12.0,2,2,2,139.78
False,0,Computer,1,13.4,UPI,Male,3,1,Phone,1,Married,1,False,18.0,2,7,7,125.44
False,18,Computer,1,6.0,CC,Male,2,3,Laptop & Accessory,3,Single,5,False,12.0,1,1,3,153.99
False,6,Phone,3,16.0,E wallet,Male,2,3,Laptop & Accessory,3,Single,2,False,14.0,0,1,9,154.87
False,1,Computer,3,6.0,Debit Card,Male,2,4,Laptop & Accessory,1,Married,2,True,12.0,0,1,7,168.34
True,0,Computer,3,30.0,COD,Male,2,1,Phone,5,Single,2,False,17.0,1,1,0,110.91
False,12,Computer,3,27.0,Debit Card,Female,2,5,Laptop & Accessory,3,Married,7,False,19.0,0,1,2,157.36
False,13,Phone,1,8.0,COD,Male,2,3,Phone,4,Married,2,False,11.0,1,1,2,122.25999999999999
False,7,Computer,1,28.0,UPI,Male,2,4,Laptop & Accessory,1,Married,2,True,15.0,3,6,11,157.47
True,0,Phone,3,19.0,E wallet,Female,2,3,Laptop & Accessory,3,Single,4,True,11.0,2,2,2,198.54
False,20,Computer,1,20.0,COD,Male,3,3,Laptop & Accessory,4,Married,9,False,18.0,0,1,7,154.67
False,29,Phone,3,17.0,E wallet,Female,2,4,Laptop & Accessory,5,Married,5,False,16.0,0,1,0,153.8
False,12,Phone,1,15.0,CC,Male,2,3,Laptop & Accessory,5,Married,2,False,25.0,4,7,9,151.51
False,4,Computer,1,14.0,CC,Female,2,4,Laptop & Accessory,4,Married,2,True,16.0,1,1,7,121.33000000000001
False,30,Phone,3,27.0,Debit Card,Female,3,3,Grocery,1,Married,5,True,13.0,1,1,0,278.75
True,0,Computer,1,19.6,Debit Card,Female,2,1,Phone,3,Single,4,True,14.0,0,1,3,124.32
False,11,Phone,1,15.0,Debit Card,Male,3,3,Phone,1,Married,3,False,19.0,1,1,3,147.71
False,22,Computer,1,8.0,Debit Card,Male,2,3,Others,1,Married,4,False,15.0,2,4,3,291.61
False,15,Phone,3,18.0,E wallet,Male,3,3,Laptop & Accessory,1,Married,4,True,12.0,0,1,0,150.87
True,0,Computer,2,28.0,UPI,Female,2,4,Phone,4,Married,2,False,12.0,1,1,0,128.63
False,8,Phone,3,24.0,CC,Male,3,3,Laptop & Accessory,5,Married,1,False,16.0,0,1,4,0.0
False,8,Computer,1,22.0,CC,Male,2,3,Phone,3,Single,2,False,14.0,0,1,4,121.44
False,4,Computer,1,9.0,CC,Male,3,3,Phone,5,Married,2,True,13.0,0,2,3,130.65
False,9,Computer,1,15.0,Debit Card,Male,2,1,Phone,4,Married,2,False,22.0,1,1,2,128.1
False,7,Phone,3,6.0,E wallet,Male,2,3,Fashion,1,Single,2,False,21.0,1,2,1,198.88
False,7,Phone,3,19.0,CC,Male,2,3,Fashion,3,Married,2,False,18.0,1,1,1,186.28
False,0,Phone,1,6.0,CC,Male,2,3,Phone,5,Single,1,False,13.0,3,7,6,128.67
False,2,Phone,1,6.0,Debit Card,Male,2,3,Laptop & Accessory,5,Married,1,False,12.0,1,1,2,153.73
False,5,Computer,1,21.0,CC,Female,2,3,Laptop & Accessory,1,Married,6,False,18.0,0,1,2,166.67
False,4,Computer,1,6.0,Debit Card,Male,2,5,Laptop & Accessory,5,Married,2,False,21.0,1,8,7,150.03
True,0,Phone,1,13.6,COD,Male,2,4,Phone,1,Married,6,False,12.0,0,1,3,123.66999999999999
False,11,Phone,3,6.0,Debit Card,Male,2,4,Phone,5,Single,5,False,14.0,0,1,0,128.58
False,8,Phone,3,13.0,Debit Card,Female,2,3,Laptop & Accessory,1,Married,2,True,11.0,1,1,9,152.04
False,0,Phone,3,15.0,E wallet,Male,2,3,Laptop & Accessory,1,Single,2,False,14.0,0,1,7,141.05
False,5,Phone,1,11.0,Debit Card,Male,2,4,Laptop & Accessory,1,Single,9,False,24.0,0,1,0,196.79
True,0,Computer,3,32.0,E wallet,Male,3,3,Laptop & Accessory,1,Married,2,True,11.0,0,1,8,156.17
True,16,Phone,3,30.0,Debit Card,Male,3,3,Fashion,5,Single,7,True,13.0,2,2,2,204.48
False,27,Phone,1,15.0,Debit Card,Female,2,3,Laptop & Accessory,3,Married,4,False,11.0,0,2,3,128.97
False,6,Computer,1,13.0,Debit Card,Male,2,3,Laptop & Accessory,3,Married,2,False,20.0,2,2,8,159.68
False,16,Phone,1,17.0,Debit Card,Male,1,3,Fashion,3,Married,2,False,17.0,1,1,9,175.1
False,11,Computer,2,6.0,UPI,Male,2,3,Phone,4,Married,1,True,11.0,1,1,2,129.91
False,28,Phone,2,32.0,UPI,Male,3,1,Others,4,Married,5,True,14.2,1,1,4,296.36
False,4,Phone,1,8.0,CC,Female,2,5,Phone,1,Married,2,True,11.0,1,1,0,111.28999999999999
False,12,Phone,3,21.0,E wallet,Male,3,3,Grocery,5,Single,1,False,12.0,4,10,10,233.41000000000003
False,15,Computer,1,29.0,Debit Card,Male,2,4,Laptop & Accessory,3,Single,2,False,12.0,2,3,7,143.32
False,4,Computer,1,16.0,CC,Female,2,3,Fashion,3,Married,5,False,20.0,3,4,8,210.31
False,27,Phone,1,16.0,CC,Female,3,3,Laptop & Accessory,5,Single,7,True,19.0,0,1,4,144.4
False,0,Phone,1,6.0,Debit Card,Male,2,4,Laptop & Accessory,3,Single,2,False,12.0,1,1,2,146.17
False,0,Phone,1,24.8,UPI,Male,3,3,Phone,1,Single,2,False,13.0,1,1,4,126.47
False,13,Computer,1,17.0,COD,Female,3,3,Laptop & Accessory,3,Married,2,False,11.0,2,9,4,163.23
False,13,Phone,3,8.0,E wallet,Female,3,3,Laptop & Accessory,4,Married,4,False,14.0,1,5,10,156.77
False,6,Phone,2,8.0,UPI,Female,2,3,Phone,4,Married,5,False,14.0,0,1,2,121.87
False,3,Phone,1,6.0,CC,Male,3,3,Phone,4,Married,2,False,13.0,0,1,7,137.48
False,0,Phone,1,8.0,UPI,Male,2,3,Phone,3,Married,7,True,19.0,0,1,2,139.77
False,20,Phone,1,31.0,CC,Male,2,3,Fashion,3,Single,3,False,23.0,1,12,11,186.33
False,6,Computer,1,6.0,CC,Male,2,4,Phone,3,Married,2,False,12.0,0,1,0,120.08000000000001
False,11,Phone,3,6.0,Debit Card,Male,2,3,Laptop & Accessory,4,Married,1,False,15.0,4,5,8,144.4
False,4,Phone,3,8.0,Debit Card,Male,2,3,Phone,3,Married,1,False,19.0,1,1,2,130.67
False,11,Computer,1,12.0,Debit Card,Male,3,4,Laptop & Accessory,3,Married,3,False,11.0,2,7,7,153.21
False,15,Phone,1,24.0,Debit Card,Male,2,3,Laptop & Accessory,5,Married,7,True,17.0,0,1,2,154.1
False,14,Phone,1,6.0,Debit Card,Male,2,3,Phone,1,Married,4,False,22.0,0,1,0,127.82
False,20,Computer,1,6.0,CC,Female,3,3,Fashion,4,Married,1,False,18.0,0,5,7,219.57
False,8,Phone,1,17.0,CC,Male,2,3,Phone,3,Married,8,True,11.0,0,2,2,126.6
False,0,Phone,1,6.0,Debit Card,Male,3,3,Phone,3,Single,1,False,12.0,0,1,2,133.75
False,8,Phone,1,15.0,CC,Male,2,3,Laptop & Accessory,3,Single,2,False,19.0,0,1,8,150.98
False,6,Phone,1,21.0,CC,Female,3,3,Laptop & Accessory,1,Married,1,True,13.0,5,8,1,12.0
False,5,Phone,1,35.0,Debit Card,Female,2,4,Phone,4,Single,2,False,13.0,3,4,1,128.37
False,13,Phone,1,24.8,Debit Card,Male,2,3,Phone,1,Married,9,False,19.0,0,1,0,124.06
False,7,Phone,3,6.0,CC,Male,3,4,Phone,4,Married,1,False,14.0,0,2,2,122.69
False,12,Phone,1,30.0,Debit Card,Male,2,3,Laptop & Accessory,1,Single,8,False,13.0,1,1,7,141.08
False,11,Phone,1,16.0,CC,Female,2,5,Fashion,3,Married,4,False,12.0,1,7,11,232.06
False,5,Phone,3,6.0,E wallet,Female,2,3,Fashion,1,Married,2,False,19.0,3,5,7,204.22
False,10,Phone,1,16.0,Debit Card,Female,2,1,Fashion,1,Married,2,True,25.0,0,2,8,237.44
False,0,Phone,3,14.0,UPI,Female,2,3,Laptop & Accessory,3,Married,1,True,22.0,1,1,4,149.07
False,25,Computer,3,126.0,Debit Card,Male,2,3,Phone,1,Married,3,False,15.0,1,1,0,134.82
False,17,Phone,1,9.2,CC,Male,2,3,Phone,1,Single,7,True,12.0,0,1,2,124.36000000000001
False,0,Phone,3,7.0,CC,Male,2,3,Phone,5,Single,2,True,11.0,1,1,2,123.80000000000001
False,12,Computer,1,15.0,Debit Card,Male,2,3,Others,1,Single,3,False,14.0,0,1,3,294.31
True,0,Computer,3,15.0,E wallet,Male,2,3,Phone,5,Married,2,False,19.0,1,1,0,117.9
False,9,Phone,3,9.0,CC,Female,3,4,Fashion,1,Married,1,False,19.0,3,3,4,176.44
False,9,Computer,1,10.0,Debit Card,Female,3,3,Laptop & Accessory,4,Married,8,False,13.0,1,1,2,151.31
False,29,Computer,1,6.0,Debit Card,Male,2,3,Laptop & Accessory,3,Married,2,False,21.0,0,1,9,163.06
True,0,Phone,1,6.0,CC,Male,2,3,Phone,1,Married,10,True,14.0,2,2,2,147.87
False,15,Phone,1,8.0,Debit Card,Male,2,3,Others,3,Married,6,False,11.0,2,4,14,288.8
True,19,Phone,1,9.8,COD,Male,3,3,Phone,3,Married,9,False,11.0,6,9,8,123.38999999999999
False,14,Phone,1,34.0,Debit Card,Female,2,4,Grocery,4,Married,1,False,23.0,1,5,10,235.7
False,7,Phone,3,34.0,E wallet,Female,3,4,Laptop & Accessory,3,Married,2,False,21.0,1,1,7,167.12
False,9,Computer,3,21.0,E wallet,Male,2,5,Laptop & Accessory,1,Married,2,False,24.0,4,11,11,154.06
False,14,Phone,3,9.0,Debit Card,Male,2,4,Laptop & Accessory,4,Married,3,False,11.0,0,1,4,189.38
False,5,Phone,1,26.8,COD,Male,3,3,Phone,5,Single,2,False,14.0,1,1,2,124.38999999999999
False,8,Phone,2,32.0,Debit Card,Female,2,3,Fashion,1,Single,2,True,16.0,1,1,7,188.37
False,11,Phone,3,16.0,Debit Card,Female,3,3,Laptop & Accessory,1,Married,2,False,11.0,0,1,9,153.43
True,13,Computer,3,6.0,Debit Card,Male,3,3,Laptop & Accessory,3,Married,8,False,12.0,1,1,1,167.28
False,9,Phone,3,17.0,E wallet,Female,3,4,Laptop & Accessory,1,Married,5,False,13.0,1,1,0,166.52
False,18,Phone,3,26.0,Debit Card,Female,2,3,Laptop & Accessory,3,Single,9,False,15.0,1,1,1,148.5
False,13,Phone,1,8.0,Debit Card,Male,2,4,Phone,3,Single,3,False,14.0,0,2,2,128.09
False,8,Computer,1,24.0,Debit Card,Male,3,3,Laptop & Accessory,3,Married,2,True,14.0,1,1,2,156.89
False,5,Phone,1,8.0,CC,Female,3,3,Phone,3,Married,3,False,14.0,1,1,2,120.00999999999999
False,8,Phone,1,6.0,Debit Card,Female,2,5,Phone,1,Married,2,False,12.0,0,1,1,129.77
False,2,Phone,1,19.0,UPI,Male,2,4,Laptop & Accessory,4,Married,5,True,13.0,1,1,3,140.25
False,2,Phone,1,34.0,CC,Female,3,4,Phone,5,Single,2,False,14.0,0,1,4,137.85
True,13,Phone,3,34.0,E wallet,Male,2,4,Fashion,5,Married,5,True,13.0,0,2,0,208.54000000000002
False,12,Phone,3,30.0,E wallet,Female,2,4,Grocery,1,Married,1,False,11.0,1,9,7,220.31
False,4,Computer,1,11.0,CC,Male,3,3,Laptop & Accessory,5,Single,1,False,19.0,0,1,7,199.36
False,0,Phone,3,11.0,UPI,Female,2,4,Phone,3,Single,1,False,18.0,0,1,0,129.66
False,9,Computer,1,11.2,CC,Male,2,1,Laptop & Accessory,1,Married,5,False,17.0,0,1,3,125.71000000000001
False,12,Phone,1,12.0,CC,Male,2,4,Fashion,5,Married,5,False,15.0,1,1,7,199.91
False,0,Phone,1,10.0,Debit Card,Male,2,1,Laptop & Accessory,4,Married,2,True,20.0,1,1,3,161.42
False,22,Computer,3,8.0,CC,Male,3,4,Laptop & Accessory,4,Married,3,False,14.0,1,1,8,153.9
False,7,Phone,1,14.0,CC,Male,2,1,Laptop & Accessory,3,Married,3,False,12.0,0,1,2,144.04
True,4,Phone,3,6.0,Debit Card,Female,3,3,Laptop & Accessory,1,Single,9,True,11.0,0,1,5,159.93
False,22,Computer,1,14.0,Debit Card,Male,3,4,Laptop & Accessory,4,Married,2,False,23.0,0,1,7,151.3
True,10,Phone,1,8.0,UPI,Male,3,4,Phone,3,Single,7,True,15.0,0,1,0,120.9
False,6,Computer,1,9.0,Debit Card,Female,2,3,Phone,3,Married,2,True,11.0,2,3,0,129.09
False,0,Phone,1,8.0,CC,Male,2,3,Phone,4,Married,10,False,12.0,1,2,2,134.68
False,5,Computer,1,8.0,Debit Card,Male,3,3,Phone,1,Single,1,False,13.0,1,3,6,130.68
False,30,Phone,1,9.0,CC,Female,2,1,Phone,5,Married,5,True,20.0,0,1,0,126.69999999999999
False,3,Phone,1,30.0,Debit Card,Male,2,3,Phone,3,Married,2,False,22.0,1,1,0,126.93
False,11,Computer,1,29.0,Debit Card,Male,2,4,Fashion,3,Single,1,False,21.0,1,1,8,195.26
False,9,Phone,1,33.0,CC,Male,3,3,Laptop & Accessory,3,Married,7,False,13.0,0,7,7,152.37
False,8,Phone,1,14.8,CC,Male,2,1,Phone,4,Married,1,False,13.0,1,1,3,124.25999999999999
False,2,Phone,1,21.0,Debit Card,Female,2,4,Laptop & Accessory,3,Single,1,True,12.0,1,1,8,141.93
False,4,Phone,1,32.0,Debit Card,Male,2,3,Phone,3,Married,2,False,17.0,3,4,3,129.11
False,7,Phone,1,25.0,CC,Male,3,3,Phone,1,Married,1,False,11.0,0,1,2,126.61000000000001
True,6,Phone,1,30.0,Debit Card,Male,2,4,Phone,3,Single,6,True,14.0,0,1,3,120.28
False,2,Phone,1,27.0,Debit Card,Female,2,1,Fashion,5,Married,2,False,11.0,6,8,8,199.8
False,5,Phone,1,11.0,Debit Card,Male,3,1,Phone,4,Married,1,True,12.0,1,1,5,132.98
False,0,Computer,1,22.0,CC,Male,2,1,Phone,1,Married,2,True,13.0,0,1,0,129.35
False,26,Phone,3,8.0,Debit Card,Female,3,4,Grocery,1,Married,3,False,16.0,0,3,7,254.26999999999998
False,11,Phone,1,8.0,Debit Card,Male,2,3,Phone,1,Single,6,True,11.0,0,1,2,139.44
False,0,Computer,1,17.0,UPI,Female,3,1,Laptop & Accessory,3,Married,1,False,18.0,0,1,3,140.11
True,0,Phone,3,15.0,Debit Card,Male,2,4,Phone,5,Single,8,False,23.0,0,1,3,134.07
False,7,Phone,1,13.0,Debit Card,Female,2,3,Fashion,4,Single,1,False,11.0,0,2,9,219.94
False,0,Phone,1,21.0,Debit Card,Male,3,3,Phone,1,Single,2,False,14.0,1,1,0,112.32
True,0,Phone,1,12.0,CC,Male,2,3,Phone,5,Single,3,False,11.0,0,1,3,129.6
False,26,Phone,1,11.0,UPI,Female,2,3,Others,3,Married,5,False,11.0,2,4,8,290.94
True,0,Computer,1,22.0,Debit Card,Female,3,5,Phone,5,Single,2,True,22.0,0,6,7,139.19
False,15,Phone,3,14.0,E wallet,Male,2,3,Laptop & Accessory,4,Married,1,False,11.0,2,4,2,168.25
False,17,Phone,1,13.0,CC,Female,2,4,Fashion,1,Married,4,False,14.0,0,5,17,202.48
False,19,Phone,3,8.0,E wallet,Female,2,3,Others,5,Single,4,False,12.0,2,2,1,289.47
False,6,Phone,1,13.4,CC,Male,3,3,Phone,1,Single,5,False,11.0,0,1,0,124.96000000000001
False,17,Phone,1,16.0,UPI,Male,2,3,Laptop & Accessory,1,Married,3,True,13.0,0,1,3,164.65
False,4,Phone,1,15.0,CC,Male,2,4,Phone,3,Single,2,False,13.0,0,1,8,122.06
True,6,Phone,3,11.0,COD,Male,2,3,Laptop & Accessory,1,Married,4,False,14.0,0,1,0,120.86000000000001
True,7,Phone,1,6.0,CC,Male,3,3,Phone,1,Married,3,True,16.0,0,2,0,122.93
False,16,Phone,1,13.0,CC,Female,3,1,Phone,3,Married,2,False,12.0,1,1,4,126.44999999999999
True,13,Phone,3,9.0,E wallet,Male,3,4,Phone,3,Married,2,True,14.0,1,1,2,126.83000000000001
False,8,Phone,3,8.0,E wallet,Female,3,3,Phone,1,Married,2,False,13.0,2,2,2,120.13999999999999
False,9,Phone,1,11.0,Debit Card,Female,2,4,Phone,5,Married,10,True,14.0,1,1,0,134.19
False,6,Computer,3,6.0,Debit Card,Female,2,1,Laptop & Accessory,5,Married,3,False,19.0,0,1,3,153.76
False,11,Phone,1,10.0,UPI,Male,3,3,Phone,1,Married,2,False,12.0,1,1,0,119.50999999999999
False,0,Phone,1,23.4,Debit Card,Female,2,3,Phone,5,Married,2,False,13.0,1,1,0,123.41
True,6,Phone,1,31.0,Debit Card,Male,2,5,Phone,3,Single,2,False,12.0,0,1,1,122.93
False,0,Computer,3,14.0,Debit Card,Male,2,3,Fashion,3,Single,2,False,15.0,1,1,7,187.26
False,3,Computer,1,6.0,CC,Female,2,3,Laptop & Accessory,1,Single,2,False,23.0,1,3,7,140.11
True,4,Phone,1,18.0,COD,Female,2,3,Others,3,Married,2,False,16.0,1,15,8,295.45
False,7,Computer,3,29.0,E wallet,Male,3,3,Laptop & Accessory,3,Single,1,False,20.0,0,8,7,145.68
False,10,Phone,1,25.0,Debit Card,Male,2,3,Phone,4,Married,5,False,21.0,0,1,0,130.22
False,19,Computer,3,11.0,E wallet,Male,3,3,Laptop & Accessory,1,Single,5,True,21.0,1,1,8,157.72
False,1,Phone,1,14.0,Debit Card,Male,2,1,Phone,1,Married,2,False,19.0,1,1,1,122.69
True,11,Phone,1,6.0,Debit Card,Male,3,4,Fashion,3,Single,10,True,13.0,0,1,0,153.81
True,0,Phone,1,11.0,COD,Male,2,3,Phone,3,Single,2,True,13.0,0,2,2,134.41
False,17,Phone,3,6.0,E wallet,Female,3,3,Laptop & Accessory,5,Married,6,True,21.0,1,1,3,154.54
False,8,Computer,1,17.0,CC,Male,3,4,Fashion,5,Married,3,True,13.0,1,2,3,198.84
False,0,Phone,3,29.0,E wallet,Female,2,4,Laptop & Accessory,1,Married,8,True,19.0,0,1,0,141.57
False,6,Computer,1,29.0,Debit Card,Female,3,3,Fashion,1,Single,2,True,12.0,3,7,12,234.57999999999998
False,8,Computer,3,5.0,Debit Card,Male,3,3,Fashion,5,Married,2,False,22.0,0,1,8,190.69
False,8,Phone,1,29.0,CC,Female,1,3,Phone,5,Married,4,True,15.0,0,2,2,140.14
False,4,Phone,1,13.0,Debit Card,Male,2,3,Laptop & Accessory,1,Married,4,False,22.0,0,1,7,159.15
False,10,Phone,1,6.0,Debit Card,Male,2,4,Laptop & Accessory,3,Married,2,False,18.0,0,1,7,159.93
False,5,Phone,1,6.0,CC,Male,2,3,Laptop & Accessory,1,Married,2,True,22.0,5,7,8,161.62
False,11,Computer,1,9.2,Debit Card,Female,2,3,Laptop & Accessory,1,Single,2,False,11.0,6,9,9,124.06
False,23,Phone,1,13.0,CC,Female,2,4,Others,3,Married,6,True,12.0,6,13,8,287.4
False,30,Phone,3,31.0,Debit Card,Female,4,3,Fashion,5,Single,8,False,11.0,6,7,9,176.37
False,9,Phone,1,14.0,COD,Female,2,3,Fashion,3,Married,2,False,13.0,7,12,8,200.96
False,28,Phone,1,14.0,CC,Female,2,3,Grocery,3,Married,3,True,14.0,1,8,2,247.56
False,9,Computer,1,17.0,Debit Card,Male,3,4,Laptop & Accessory,4,Single,2,False,13.0,1,1,3,164.99
False,18,Phone,1,13.0,Debit Card,Male,2,3,Fashion,5,Married,3,False,17.0,0,1,0,197.24
False,5,Computer,1,6.0,CC,Male,3,3,Phone,5,Married,5,False,13.0,0,1,2,121.94
True,0,Phone,1,15.0,CC,Male,3,4,Phone,3,Married,1,True,17.0,1,1,0,133.88
False,30,Computer,3,6.0,Debit Card,Female,2,4,Laptop & Accessory,3,Single,8,False,11.0,1,1,3,154.73
False,2,Phone,1,8.0,Debit Card,Male,2,3,Phone,4,Married,1,False,23.0,1,1,4,127.03
False,4,Phone,1,22.6,CC,Male,2,3,Phone,4,Single,2,False,17.0,1,1,0,125.00999999999999
False,5,Phone,1,6.0,Debit Card,Male,3,3,Laptop & Accessory,4,Married,2,False,17.0,1,1,9,162.2
False,9,Phone,1,12.0,Debit Card,Female,2,1,Phone,1,Married,4,False,12.0,0,1,0,130.38
False,4,Phone,1,14.0,Debit Card,Female,3,3,Laptop & Accessory,1,Single,2,False,23.0,1,1,8,144.24
False,8,Phone,3,6.0,E wallet,Male,2,4,Laptop & Accessory,5,Single,1,False,14.0,1,2,8,143.12
False,18,Phone,1,12.0,UPI,Male,2,3,Fashion,5,Married,5,True,14.0,1,4,0,232.45
False,10,Phone,1,13.0,CC,Male,1,3,Fashion,3,Single,5,False,13.0,0,6,2,236.64
False,19,Phone,2,11.0,CC,Male,3,3,Laptop & Accessory,4,Married,2,True,22.0,1,1,2,150.21
False,3,Phone,1,6.0,Debit Card,Male,2,4,Laptop & Accessory,1,Married,2,True,12.0,1,3,0,151.26
False,8,Phone,1,6.0,CC,Male,2,4,Phone,3,Single,2,False,18.0,1,1,4,128.59
False,28,Phone,3,6.0,Debit Card,Male,3,3,Fashion,1,Married,4,False,14.0,0,1,0,202.39
