Churn,Tenure,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,PreferredLoginDevice_Computer,PreferredLoginDevice_Phone,PreferredPaymentMode_CC,PreferredPaymentMode_COD,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,PreferredPaymentMode_UPI,Gender_Female,Gender_Male,PreferedOrderCat_Fashion,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Others,PreferedOrderCat_Phone,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,CityTier_1,CityTier_2,CityTier_3
0.0,6.254337372884503,8.0,3.0,4,3,2,0.0,14.0,1.0,1.0,0.0,122.74000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,15.0,35.0,3.0,3,4,2,0.0,13.0,2.0,7.0,8.0,144.34,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,11.0,18.0,2.0,4,5,3,0.0,15.0,1.0,1.0,2.0,162.88,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.0,7.0,14.70793370455427,3.0,4,2,2,0.0,16.0,1.0,1.0,3.0,125.53,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,12.0,17.0,2.0,3,2,2,0.0,18.0,0.0,7.0,7.0,176.54,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,18.0,8.0,2.0,3,2,5,0.0,16.0,0.0,7.0,3.0,151.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,16.0,20.0,3.0,3,5,7,0.0,24.0,0.9642860550883505,1.0,0.0,271.59,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,11.0,2.0,4,2,2,1.0,16.0,0.0,1.0,5.0574468221094335,228.07999999999998,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.0,8.0,13.0,2.0,3,3,4,0.0,21.0,0.0,1.0,6.0,202.21,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,8.0,2.0,3,4,2,1.0,20.0,7.0,7.0,5.0,147.79,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,7.0,9.0,2.0,3,2,1,0.0,19.0,1.0,1.0,2.0,137.37,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,16.633109240142286,2.0,4,3,2,1.0,14.0,0.0,1.0,7.0,123.66,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,6.260535898542193,9.0,2.0,3,2,2,0.0,11.0,1.0,1.0,0.0,117.06,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,24.0,32.0,3.0,3,3,3,0.0,14.0,1.9830679634201407,4.0,17.0,263.07,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,17.0,10.0,2.0,3,4,10,0.0,12.0,1.0,2.0,3.0,159.33,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.0,8.0,3.0,1,5,8,0.0,13.0,1.0,1.0,1.0,134.24,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,6.0,6.0,2.0,1,5,2,0.0,22.0,0.0,1.0,8.0,140.37,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,8.0,13.585362183520495,2.0,4,5,2,0.0,11.0,1.0,1.0,1.0,125.59,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,9.0,6.0,2.0,3,2,2,1.0,14.0,2.0,4.0,11.0,162.01,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,5.0,19.0,3.0,3,2,3,0.0,11.0,0.0,1.0,3.0,144.03,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,3.0,11.0,3.0,4,2,10,0.0,12.0,0.0,1.0,3.0,137.61,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.0,26.0,13.0,3.0,4,2,8,1.0,18.0,0.0,1.0,3.7810971600085517,209.33999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,18.0,15.0,3.0,3,5,5,1.0,12.0,1.0,1.0,2.0,207.61,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,5.0,14.0,3.0,1,3,6,0.0,12.0,1.0,1.0,3.0,151.75,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,25.0,31.0,2.0,4,2,4,0.0,22.0,0.0,1.405932717618046,0.0,238.26,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,10.0,22.0,3.0,4,3,5,0.0,19.0,1.0,1.0,0.0,163.34,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,1.0,14.0,3.0,4,2,2,0.0,13.0,0.0,1.0,4.0,149.36,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.0,6.0,2.0,4,2,7,0.0,22.0,2.0,2.0,2.0,147.75,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,17.0,14.0,2.555116216697176,1,2,3,1.0,24.0,1.0,1.0,2.0,128.18,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,15.0,14.306379361553121,2.0,3,2,6,1.0,14.0,0.0,2.0,2.0,125.15,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,9.0,14.905420690266975,3.0,4,5,1,0.0,21.0,1.0,1.0,3.0,123.41999999999999,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,9.0,3.0,3,5,2,1.0,18.0,1.0,1.0,3.0,141.94,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,8.0,15.0,3.0,4,3,2,1.0,20.0,2.0,5.0,15.0,206.85000000000002,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,2.060099888401991,31.0,3.0,3,4,2,1.0,19.0,0.0,7.0,8.0,120.22,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.0,5.0,6.0,3.0,3,2,1,0.0,12.0,0.0,1.0,2.0,123.13999999999999,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.0,0.0,10.0,2.0,4,5,2,0.0,12.0,1.0,1.0,3.0,142.56,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,22.0,6.0,2.0,3,5,3,0.0,16.0,1.0,1.0,2.0,135.8,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,10.0,2.7701441748348543,4,2,1,0.0,17.0,0.0,3.0,4.0,131.62,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,5.0,11.0,2.0,3,4,2,0.0,14.0,2.0,5.0,3.0,165.24,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,11.0,15.0,2.8388488110185746,4,4,1,0.0,19.0,0.0,1.0,2.0,128.99,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,15.0,9.0,3.0,1,2,3,1.0,13.0,0.0,1.0,3.0,152.31,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,4.0,13.972117016934787,2.0,3,2,4,1.0,19.0,1.0,1.0,2.0,123.56,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,6.0,2.9417181491152586,4,3,7,1.0,19.0,0.0,1.0,2.0,128.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,26.0,14.0,3.0,3,2,6,0.0,14.0,0.0,2.0,4.176052587630283,218.36,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,8.0,31.0,3.0,4,4,4,0.0,16.0,3.0,4.0,8.0,209.02999999999997,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,10.0,27.0,2.8391228331206366,3,2,6,0.0,15.0,1.0,1.0,0.0,129.73,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,26.0,29.0,3.0,3,2,7,0.0,18.0,2.0,4.644708521769778,8.0,242.75,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,16.0,6.0,2.0,3,2,5,0.0,13.0,1.0,2.0,2.0,155.62,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,20.0,8.0,2.0,3,2,1,1.0,22.0,5.0,7.0,7.0,145.37,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,10.0,25.0,2.0,3,4,2,1.0,13.0,0.0,1.0,9.0,176.42,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,23.0,8.0,3.0,3,5,2,0.0,11.0,7.254134722562933,14.0,7.0,279.24,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.0,12.0,8.0,2.0,4,2,9,0.0,11.0,0.0,1.0,4.0,152.04,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,8.788962749417795,9.0,2.0,3,4,4,1.0,11.0,0.0,1.0,3.0,122.77000000000001,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.0,31.0,2.7741201481951694,3,2,2,1.0,24.0,1.0,1.0,1.0,127.94999999999999,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,2.0,14.807595829999082,3.0,4,2,7,0.0,14.0,1.0,1.0,3.0,125.32,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.0,17.0,14.883008383218598,3.0,3,5,2,1.0,13.0,2.0,7.0,1.0,125.59,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,11.0,3.0,3,2,2,0.0,14.0,1.0,1.0,2.0,149.08,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,20.0,15.806154768279384,2.0,4,2,10,1.0,14.0,0.0,1.0,0.0,123.80000000000001,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.0,16.0,14.0,2.0,3,4,5,0.0,21.0,1.0,1.0,0.0,147.65,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1.0,0.0,8.0,2.0,4,3,2,0.0,13.0,0.0,1.0,2.0,120.44,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,0.0,24.0,2.5688539930519294,3,2,2,0.0,19.0,1.0,1.0,0.0,126.93,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,9.0,20.0,3.0,3,2,1,1.0,17.0,4.0,4.0,11.0,165.86,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,20.0,8.0,3.0,4,2,2,1.0,18.0,1.0,1.0,2.0,132.94,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,0.0,9.0,2.0,3,3,1,1.0,19.0,1.0,1.0,2.0,141.71,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,4.0,8.0,2.908020889298714,5,2,5,1.0,13.0,0.0,1.0,0.0,127.78,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.0,1.0,15.077348696741469,3.0,3,3,6,0.0,18.0,2.0,2.0,2.0,123.77000000000001,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1.0,2.0,16.99770619526057,3.0,3,5,8,1.0,21.0,1.0,2.0,2.0,124.03999999999999,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,14.480744771953884,3.0,3,3,2,0.0,19.0,1.0,1.0,0.0,123.18,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,6.705380416648893,16.0,2.0,3,4,2,0.0,14.0,1.0,1.0,0.0,120.08000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.0,15.0,20.0,3.0,4,3,8,0.0,17.0,0.0,1.0,3.0,162.44,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,6.0,6.0,2.6294411139014158,4,5,4,1.0,11.0,0.0,1.0,2.0,127.99000000000001,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,30.0,11.0,2.0,4,4,3,1.0,13.0,1.0,1.0,4.0,205.52,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.0,4.0,13.004223521200695,2.0,4,3,4,0.0,15.0,3.0,5.0,2.0,123.28999999999999,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,8.0,27.0,2.0,3,2,2,1.0,25.0,0.0,1.0,7.0,140.14,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,22.0,14.0,2.0,3,4,5,0.0,11.0,0.0,1.0,7.0,174.03,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,8.84321071483016,26.0,2.0,3,3,5,0.0,17.0,0.0,1.0,0.0,122.59,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,4.0,26.0,2.0,3,3,2,0.0,13.0,1.0,1.0,0.0,169.32,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,9.0,13.0,3.0,3,2,3,0.0,18.0,0.0,1.0,1.0,146.78,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,11.0,6.0,3.0,3,5,2,0.0,13.0,3.0,5.6732552934318505,11.0,235.82,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,5.0,14.802609233108718,3.0,4,4,7,0.0,20.0,1.0,1.0,2.0,123.32,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,16.402730460026532,2.0,4,4,2,1.0,18.0,0.0,1.0,0.0,124.13,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,13.0,16.0,3.0,4,4,3,0.0,12.0,1.0,1.0,0.0,197.05,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,6.0,2.0,4,5,2,0.0,12.0,1.0,1.0,7.0,142.94,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,14.0,12.0,2.0,3,5,3,1.0,13.0,1.0,2.0,17.0,147.21,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,9.0,15.207257484123392,3.0,3,3,5,0.0,21.0,2.0,3.0,9.0,125.19,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,0.0,27.0,2.0,4,4,2,1.0,13.0,0.0,1.0,0.0,121.21000000000001,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,0.0,10.0,2.5899435185809647,3,5,2,0.0,19.0,1.0,1.0,0.0,129.73,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,4.0,18.0,2.0,3,2,1,1.0,11.0,0.0,8.0,5.0,158.55,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,13.0,15.0,2.0,3,4,9,1.0,14.0,0.0,1.0,0.0,136.17,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.0,5.0,9.0,3.0,3,5,2,0.0,12.0,6.0,6.0,3.0,167.25,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,9.0,2.0,4,2,2,1.0,11.0,3.0,3.0,7.0,203.25,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,6.0,6.0,2.0,4,2,1,0.0,14.0,0.0,1.0,4.0,169.49,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,0.0,6.0,2.0,4,3,6,0.0,11.0,1.0,11.0,7.0,206.08999999999997,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,18.0,10.0,2.0,3,4,2,0.0,12.0,1.0,1.0,8.0,144.47,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,6.523294054967291,26.0,2.0,3,2,2,0.0,15.0,0.0,1.0,2.0,121.57,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,8.0,24.0,2.0,3,3,2,0.0,16.0,1.0,1.0,0.0,146.01,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,25.0,6.0,3.0,3,2,3,0.0,15.0,3.783092210454354,7.0,8.0,270.99,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,20.0,15.853347845383656,2.0,3,3,5,0.0,24.0,1.0,1.0,0.0,124.78999999999999,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,26.0,8.0,2.0,3,3,7,0.0,13.0,2.0,3.8785466021810198,2.0,248.51999999999998,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,3.0,14.0,3.0,3,3,6,0.0,11.0,4.0,7.0,7.0,172.64,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,11.0,16.0,2.0,3,2,2,1.0,13.0,0.0,1.0,3.0,156.66,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,8.0,9.0,3.0,3,2,7,0.0,13.0,0.0,1.0,8.0,178.23,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,12.0,8.0,2.0,1,3,1,0.0,18.0,1.0,1.0,7.0,178.8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,3.0,30.0,3.0,1,4,5,1.0,16.0,1.0,2.3627591625483433,0.0,231.94,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,20.0,22.0,3.0,1,3,2,1.0,19.0,0.0,2.0,7.0,150.67,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.0,9.0,14.0,2.0,3,2,5,0.0,13.0,1.0,1.0,7.0,150.79,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
